station_code,station_name,latitude,longitude,state,zone,is_junction,track_degree,opened_year,established_date,historical_details,daily_footfall,platform_count,peak_crowd_level,bias_correction_flag
ETW,ETAWAH,26.785970,79.021502,All India,IR,1,370,1950,1950-01-17,Established 1950 under IR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
GHSR,GHASARA HALT,26.722840,79.360808,All India,IR,1,370,1958,1958-09-01,Established 1958 under IR Railway network expansion.,4588,1,NORMAL,JUNCTION_HUB
JGR,JASWANTNAGAR,26.872978,78.893731,All India,IR,1,370,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
JJK,JHINJHAK,26.554994,79.734225,All India,IR,1,370,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
KAA,KAURARA,27.029000,78.664813,All India,IR,1,370,1975,1975-02-10,Established 1975 under IR Railway network expansion.,16715,3,MODERATE,JUNCTION_HUB
KNS,KANCHAUSI,26.597924,79.635426,All India,IR,1,370,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
MTO,MAITHA,26.476492,80.025181,All India,IR,1,370,1950,1950-01-17,Established 1950 under IR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
PATA,PATA,26.666619,79.479418,All India,IR,1,370,2004,2004-07-15,Established 2004 under IR Railway network expansion.,4434,1,NORMAL,JUNCTION_HUB
PHD,PHAPHUND,26.632118,79.554255,All India,IR,1,370,1990,1990-05-25,Established 1990 under IR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
PJY,PARA JANI HALT,26.596933,79.634896,All India,IR,1,370,1953,1953-04-20,Established 1953 under IR Railway network expansion.,3873,2,NORMAL,JUNCTION_HUB
PNK,PANKI,26.459172,80.236441,All India,IR,1,370,2003,2003-06-10,Established 2003 under IR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
RMW,ROSHAN MAU,26.479318,79.984729,All India,IR,1,370,1956,1956-07-23,Established 1956 under IR Railway network expansion.,3906,1,NORMAL,JUNCTION_HUB
RURA,RURA,26.485377,79.908216,All India,IR,1,370,1964,1964-03-07,Established 1964 under IR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
SB,SARAI BHOPAT,26.837847,78.944709,All India,IR,1,370,1979,1979-06-10,Established 1979 under IR Railway network expansion.,2839,2,NORMAL,JUNCTION_HUB
SHW,SAMHON,26.734186,79.320694,All India,IR,1,370,1952,1952-03-19,Established 1952 under IR Railway network expansion.,3862,1,NORMAL,JUNCTION_HUB
ULD,ACHALDA,26.701949,79.404392,All India,IR,1,370,1999,1999-02-06,Established 1999 under IR Railway network expansion.,3719,2,NORMAL,JUNCTION_HUB
BOR,BOISAR,19.798527,72.761899,Maharashtra,WR,1,368,1867,1867-12-04,Established 1867 under WR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
KLV,KELVA ROAD,19.624601,72.790821,Maharashtra,WR,1,368,1877,1877-10-14,Established 1877 under WR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
PLG,PALGHAR,19.698038,72.772480,Maharashtra,WR,1,368,1867,1867-12-04,Established 1867 under WR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
SAH,SAPHALE,19.576592,72.821826,Maharashtra,WR,1,368,1860,1860-05-25,Established 1860 under WR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
UOI,UMROLI,19.754447,72.760337,Maharashtra,WR,1,368,1877,1877-10-14,Established 1877 under WR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
VGN,VANGAON,19.882845,72.763185,Maharashtra,WR,1,368,1875,1875-08-12,Established 1875 under WR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
VTN,VAITARNA,19.517672,72.849578,Maharashtra,WR,1,368,1888,1888-09-25,Established 1888 under WR Railway network expansion.,3928,1,NORMAL,JUNCTION_HUB
CSN,CHALISGAON JN,20.464109,74.999049,MAHARASHTRA,CR,1,367,1868,1868-01-05,Established 1868 under CR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
SC,SECUNDERABAD JN,17.433147,78.501481,All India,IR,1,366,1874,1874-10-09,"Secunderabad Junction, headquarters of Nizam Guaranteed State Railway designed with Rajasthani fort architecture.",190000,10,CRITICAL_HIGH,JUNCTION_HUB
ABB,ABADA,22.547877,88.199392,All India,IR,1,364,1967,1967-06-02,Established 1967 under IR Railway network expansion.,3367,2,NORMAL,JUNCTION_HUB
ADL,ANDUL,22.575169,88.239643,All India,IR,1,364,1979,1979-06-14,Established 1979 under IR Railway network expansion.,3499,2,NORMAL,JUNCTION_HUB
BJW,BAJVA,22.366223,73.143125,All India,IR,1,364,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
BSBP,BIR SHIBPUR,22.473359,88.053112,All India,IR,1,364,2005,2005-08-16,Established 2005 under IR Railway network expansion.,18785,3,MODERATE,JUNCTION_HUB
BVA,BAURIA JN,22.503591,88.163522,All India,IR,1,364,1987,1987-02-22,Established 1987 under IR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
BZN,BAGNAN,22.462515,87.970711,All India,IR,1,364,2004,2004-07-11,Established 2004 under IR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
CGA,CHENGEL,22.486845,88.138910,All India,IR,1,364,1973,1973-12-08,Established 1973 under IR Railway network expansion.,3433,2,NORMAL,JUNCTION_HUB
DRD,DAHANU ROAD,19.991217,72.743368,Maharashtra,WR,1,364,1913,1913-03-23,Established 1913 under WR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
DTE,DEULTI,22.452857,87.914003,All India,IR,1,364,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
FLR,PHULESWAR,22.477876,88.116049,All India,IR,1,364,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
GGTA,GHORAGHATA,22.458315,87.944240,All India,IR,1,364,2001,2001-04-12,Established 2001 under IR Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
KGY,KULGACHIA,22.472352,88.020395,All India,IR,1,364,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
MRGM,MAURIGRAM,22.580154,88.256078,All India,IR,1,364,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
NALR,NALPUR,22.529208,88.185699,All India,IR,1,364,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
NDR,NANDESARI,22.418332,73.095273,All India,IR,1,364,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
RNO,RANOLI,22.405252,73.112266,All India,IR,1,364,2009,2009-12-16,Established 2009 under IR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
SEL,SANKRALL,22.561309,88.209074,All India,IR,1,364,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
ULB,ULUBARIA,22.472428,88.093209,All India,IR,1,364,1997,1997-12-04,Established 1997 under IR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
VDA,VASAD JN,22.452351,73.059991,All India,IR,1,364,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
PNBE,PATNA JN,25.602560,85.136824,All India,IR,1,363,1862,1862-01-01,Patna Junction (Bankipore) on the East Indian Railway Howrah-Delhi mainline.,360000,10,CRITICAL_HIGH,JUNCTION_HUB
BLD,BHILAD,20.275323,72.887446,Gujarat,WR,1,362,1905,1905-07-15,Established 1905 under WR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
HPR,HIRAPUR,20.424540,74.936660,MAHARASHTRA,CR,1,362,1874,1874-07-11,Established 1874 under CR Railway network expansion.,3774,1,NORMAL,JUNCTION_HUB
HSL,HISVAHAL,20.283239,74.570990,MAHARASHTRA,CR,1,362,1871,1871-04-08,Established 1871 under CR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
KEB,KARAMBELI,20.316435,72.901534,Gujarat,WR,1,362,1905,1905-07-15,Established 1905 under WR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
NGN,NANDGAON,20.307616,74.659526,MAHARASHTRA,CR,1,362,1867,1867-12-04,Established 1867 under CR Railway network expansion.,3697,2,NORMAL,JUNCTION_HUB
NI,NAYDONGRI,20.348431,74.836633,MAHARASHTRA,CR,1,362,1901,1901-08-12,Established 1901 under CR Railway network expansion.,2861,2,NORMAL,JUNCTION_HUB
PC,PACHORA JN,20.668385,75.348310,MAHARASHTRA,CR,1,362,1897,1897-04-08,Established 1897 under CR Railway network expansion.,2817,2,NORMAL,JUNCTION_HUB
PJN,PANJHAN,20.275504,74.606561,MAHARASHTRA,CR,1,362,1872,1872-05-09,Established 1872 under CR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
PKE,PIMPAR KHED,20.307455,74.756000,MAHARASHTRA,CR,1,362,1864,1864-09-01,Established 1864 under CR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
PNV,PANEVADI,20.265270,74.494903,All India,IR,1,362,1954,1954-05-21,Established 1954 under IR Railway network expansion.,3884,1,NORMAL,JUNCTION_HUB
RHNE,ROHINI,20.362871,74.859801,All India,IR,1,362,1951,1951-02-22,Established 1951 under IR Railway network expansion.,4511,2,NORMAL,JUNCTION_HUB
VAPI,VAPI,20.374338,72.909127,Gujarat,WR,1,362,1889,1889-05-25,Established 1889 under WR Railway network expansion.,4544,1,NORMAL,JUNCTION_HUB
ANB,AMMANABROLU,15.596402,80.148353,All India,IR,1,360,1979,1979-06-14,Established 1979 under IR Railway network expansion.,3499,2,NORMAL,JUNCTION_HUB
ANND,ANAND JN,22.561307,72.965733,All India,IR,1,360,1999,1999-02-10,Established 1999 under IR Railway network expansion.,57427,5,HIGH,JUNCTION_HUB
APL,APPIKATLA,15.970371,80.514466,All India,IR,1,360,1991,1991-06-26,Established 1991 under IR Railway network expansion.,54503,6,HIGH,JUNCTION_HUB
ATUL,ATUL,20.544593,72.927134,Gujarat,WR,1,360,1895,1895-11-03,Established 1895 under WR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
BPP,BAPATLA,15.908614,80.468425,All India,IR,1,360,1996,1996-11-03,Established 1996 under IR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
BRRD,BORDI ROAD,20.122424,72.766138,Gujarat,WR,1,360,1883,1883-11-19,Established 1883 under WR Railway network expansion.,4478,1,NORMAL,JUNCTION_HUB
CJM,CHINNA GANJAM,15.689502,80.236773,All India,IR,1,360,1988,1988-03-23,Established 1988 under IR Railway network expansion.,3598,1,NORMAL,JUNCTION_HUB
CLX,CHIRALA,15.830755,80.353602,All India,IR,1,360,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
GVD,GHOLVAD,20.086880,72.737991,Maharashtra,WR,1,360,1865,1865-10-02,Established 1865 under WR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
IPPM,IPURUPALEM,15.851913,80.385122,All India,IR,1,360,1960,1960-11-03,Established 1960 under IR Railway network expansion.,19130,3,MODERATE,JUNCTION_HUB
IPPN,IPURUPALEM HALT,15.852303,80.385512,All India,IR,1,360,1961,1961-12-04,Established 1961 under IR Railway network expansion.,4621,2,NORMAL,JUNCTION_HUB
JAQ,JANDRAPETA,15.809517,80.333681,All India,IR,1,360,1990,1990-05-25,Established 1990 under IR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
KPLL,KOTTA PANDILA PALLI,15.761414,80.281949,All India,IR,1,360,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
KRV,KARAVADI,15.553014,80.113156,All India,IR,1,360,1953,1953-04-20,Established 1953 under IR Railway network expansion.,3873,2,NORMAL,JUNCTION_HUB
KVDU,KADAVAKUDURU,15.722541,80.257298,All India,IR,1,360,1964,1964-03-07,Established 1964 under IR Railway network expansion.,4654,1,NORMAL,JUNCTION_HUB
KVZ,KAVALI,14.915993,79.988271,All India,IR,1,360,1961,1961-12-28,Established 1961 under IR Railway network expansion.,3961,2,NORMAL,JUNCTION_HUB
MCA,MECHEDA,22.414105,87.858830,All India,IR,1,360,1979,1979-06-14,Established 1979 under IR Railway network expansion.,3499,2,NORMAL,JUNCTION_HUB
MCVM,MACHAVARAM,16.025343,80.541541,All India,IR,1,360,1957,1957-08-28,Established 1957 under IR Railway network expansion.,4577,2,NORMAL,JUNCTION_HUB
MDKU,MODUKURU,16.124988,80.583808,All India,IR,1,360,1955,1955-06-26,Established 1955 under IR Railway network expansion.,19015,4,MODERATE,JUNCTION_HUB
NDGJ,NANDAHGANJA,22.404098,87.832458,All India,IR,1,360,2001,2001-04-12,Established 2001 under IR Railway network expansion.,4401,2,NORMAL,JUNCTION_HUB
NDO,NIDUBROLU,16.067904,80.557243,All India,IR,1,360,1995,1995-10-02,Established 1995 under IR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
OGL,ONGOLE,15.498064,80.057404,All India,IR,1,360,1996,1996-11-03,Established 1996 under IR Railway network expansion.,3686,1,NORMAL,JUNCTION_HUB
PAD,PARDI,20.513153,72.924311,Gujarat,WR,1,360,1908,1908-10-18,Established 1908 under WR Railway network expansion.,3543,2,NORMAL,JUNCTION_HUB
RPRL,RAPARLA HALT,15.619244,80.169121,All India,IR,1,360,1970,1970-09-13,Established 1970 under IR Railway network expansion.,19360,4,MODERATE,JUNCTION_HUB
SDM,SURAREDDIPALEM,15.407571,80.045682,All India,IR,1,360,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
SJN,SANJAN,20.191650,72.820594,Gujarat,WR,1,360,1875,1875-08-12,Established 1875 under WR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
SKM,SINGARAYAKONDA,15.253118,80.027126,All India,IR,1,360,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
SPF,STUARTPURAM,15.868003,80.406913,All India,IR,1,360,2003,2003-06-10,Established 2003 under IR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
SRC,SANTRAGACHI JN,22.583930,88.284011,All India,IR,1,360,2002,2002-05-09,Established 2002 under IR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
SVPM,S VENKTESWRPALM,14.806671,79.982262,All India,IR,1,360,1976,1976-03-19,Established 1976 under IR Railway network expansion.,4786,1,NORMAL,JUNCTION_HUB
TNR,TANGUTURU,15.337535,80.033546,All India,IR,1,360,1954,1954-05-21,Established 1954 under IR Railway network expansion.,3884,1,NORMAL,JUNCTION_HUB
TSR,TSUNDURU,16.157497,80.586487,All India,IR,1,360,1959,1959-10-26,Established 1959 under IR Railway network expansion.,3939,2,NORMAL,JUNCTION_HUB
TTU,TETTU,15.042824,80.005821,All India,IR,1,360,1963,1963-02-02,Established 1963 under IR Railway network expansion.,3983,2,NORMAL,JUNCTION_HUB
UBR,UMBARGAM ROAD,20.153499,72.790821,Gujarat,WR,1,360,1873,1873-06-10,Established 1873 under WR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
UGD,UPPUGUNDURU,15.650668,80.194463,All India,IR,1,360,1994,1994-09-01,Established 1994 under IR Railway network expansion.,3664,1,NORMAL,JUNCTION_HUB
UPD,ULAVAPADU,15.167112,80.013364,All India,IR,1,360,2003,2003-06-10,Established 2003 under IR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
UVD,UDVADA,20.461236,72.918698,Gujarat,WR,1,360,1879,1879-12-16,Established 1879 under WR Railway network expansion.,3829,2,NORMAL,JUNCTION_HUB
VTM,VETAPALEMU,15.783376,80.300650,All India,IR,1,360,1957,1957-08-24,Established 1957 under IR Railway network expansion.,3917,2,NORMAL,JUNCTION_HUB
BOP,BHOGPUR,22.401522,87.809079,All India,IR,1,359,1995,1995-10-02,Established 1995 under IR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
BEO,BIROHE,25.173789,82.449749,All India,IR,1,358,1984,1984-11-19,Established 1984 under IR Railway network expansion.,3554,1,NORMAL,JUNCTION_HUB
BEP,BHEERPUR,25.265024,81.989240,All India,IR,1,358,1985,1985-12-20,Established 1985 under IR Railway network expansion.,16945,4,MODERATE,JUNCTION_HUB
BTTR,BITRAGUNTA,14.768585,79.983146,All India,IR,1,358,1966,1966-05-09,Established 1966 under IR Railway network expansion.,4676,1,NORMAL,JUNCTION_HUB
CAR,CHUNAR,25.103351,82.874703,All India,IR,1,358,1984,1984-11-19,Established 1984 under IR Railway network expansion.,3554,1,NORMAL,JUNCTION_HUB
COI,CHEOKI,25.379668,81.864916,All India,IR,1,358,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
GAA,GALAN,20.609600,75.277000,MAHARASHTRA,CR,1,358,1896,1896-10-06,Established 1896 under CR Railway network expansion.,3411,2,NORMAL,JUNCTION_HUB
GAE,GAIPURA,25.160450,82.386249,All India,IR,1,358,1975,1975-02-10,Established 1975 under IR Railway network expansion.,16715,3,MODERATE,JUNCTION_HUB
JIA,JIGNA,25.157891,82.325555,All India,IR,1,358,1982,1982-09-17,Established 1982 under IR Railway network expansion.,3532,1,NORMAL,JUNCTION_HUB
KCN,KARCHANA,25.313666,81.916127,All India,IR,1,358,1990,1990-05-25,Established 1990 under IR Railway network expansion.,17060,3,MODERATE,JUNCTION_HUB
KJ,KAJGAON,20.573753,75.140405,MAHARASHTRA,CR,1,358,1899,1899-06-10,Established 1899 under CR Railway network expansion.,2839,2,NORMAL,JUNCTION_HUB
MJA,MEJA ROAD,25.221545,82.089337,All India,IR,1,358,1986,1986-01-21,Established 1986 under IR Railway network expansion.,3576,1,NORMAL,JUNCTION_HUB
MNF,MANDA ROAD,25.162718,82.236678,All India,IR,1,358,1995,1995-10-02,Established 1995 under IR Railway network expansion.,17175,2,MODERATE,JUNCTION_HUB
MWD,MHASAVAD,20.870402,75.458462,MAHARASHTRA,CR,1,358,1872,1872-05-09,Established 1872 under CR Railway network expansion.,3752,1,NORMAL,JUNCTION_HUB
MYJ,MAHEJI,20.768924,75.424620,MAHARASHTRA,CR,1,358,1880,1880-01-17,Established 1880 under CR Railway network expansion.,17520,2,MODERATE,JUNCTION_HUB
NGD,NAGARDEVLA,20.603002,75.198106,MAHARASHTRA,CR,1,358,1912,1912-02-22,Established 1912 under CR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
NPMR,NARAYAN PAKURIA,22.399692,87.773985,All India,IR,1,358,1967,1967-06-10,Established 1967 under IR Railway network expansion.,4687,2,NORMAL,JUNCTION_HUB
PHQ,PARDHANDE,20.729295,75.376941,MAHARASHTRA,CR,1,358,1873,1873-06-10,Established 1873 under CR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
SS,SHIRSOLI,20.932994,75.507613,MAHARASHTRA,CR,1,358,1861,1861-11-27,Established 1861 under CR Railway network expansion.,3026,1,NORMAL,JUNCTION_HUB
UND,UNCHDIH,25.192420,82.163375,All India,IR,1,358,2001,2001-04-08,Established 2001 under IR Railway network expansion.,3741,2,NORMAL,JUNCTION_HUB
VGL,VAGHLI,20.522649,75.074337,MAHARASHTRA,CR,1,358,1873,1873-06-10,Established 1873 under CR Railway network expansion.,3763,2,NORMAL,JUNCTION_HUB
VR,VIRAR,19.454407,72.811737,Maharashtra,WR,1,358,1863,1863-01-01,Established 1863 under WR Railway network expansion.,3048,1,NORMAL,JUNCTION_HUB
ADD,ADAS ROAD,22.486628,73.034694,All India,IR,1,356,1971,1971-10-06,Established 1971 under IR Railway network expansion.,3411,2,NORMAL,JUNCTION_HUB
AXR,ALLURU ROAD,14.710541,79.989036,All India,IR,1,356,2005,2005-08-12,Established 2005 under IR Railway network expansion.,17405,3,MODERATE,JUNCTION_HUB
BDL,VINDHYACHAL,25.160772,82.502021,All India,IR,1,356,1980,1980-07-15,Established 1980 under IR Railway network expansion.,16830,2,MODERATE,JUNCTION_HUB
KBRV,KANJARI BORIYAV,22.614849,72.921535,All India,IR,1,356,1959,1959-10-02,Established 1959 under IR Railway network expansion.,4599,2,NORMAL,JUNCTION_HUB
KIG,KOLAGHAT GOODS,22.435189,87.880874,All India,IR,1,356,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
KJJ,KODAVALURU,14.564331,79.994908,All India,IR,1,356,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
MBL,MANUBOLU,14.226551,79.877070,All India,IR,1,356,1989,1989-04-24,Established 1989 under IR Railway network expansion.,3609,2,NORMAL,JUNCTION_HUB
NLR,NELLORE,14.460592,79.989383,All India,IR,1,356,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
NLS,NELLORE SOUTH,14.444475,79.983464,All India,IR,1,356,2007,2007-10-14,Established 2007 under IR Railway network expansion.,3807,2,NORMAL,JUNCTION_HUB
PGU,PADUGUPADU,14.496976,79.989954,All India,IR,1,356,2006,2006-09-13,Established 2006 under IR Railway network expansion.,3796,1,NORMAL,JUNCTION_HUB
TMC,TALAMANCHI,14.607124,79.998171,All India,IR,1,356,1998,1998-01-05,Established 1998 under IR Railway network expansion.,3708,1,NORMAL,JUNCTION_HUB
VDE,VEDAYAPALEM,14.404478,79.957106,All India,IR,1,356,1993,1993-08-28,Established 1993 under IR Railway network expansion.,3653,2,NORMAL,JUNCTION_HUB
VKT,VENKATACHALAM,14.327256,79.927320,All India,IR,1,356,1955,1955-06-22,Established 1955 under IR Railway network expansion.,17635,4,MODERATE,JUNCTION_HUB
VXD,VADOD,22.515278,73.006450,All India,IR,1,356,1952,1952-03-19,Established 1952 under IR Railway network expansion.,3862,1,NORMAL,JUNCTION_HUB
DAP,DAGMAGPUR,25.098881,82.800991,All India,IR,1,354,1983,1983-10-18,Established 1983 under IR Railway network expansion.,3543,2,NORMAL,JUNCTION_HUB
JHG,JHINGURA,25.124475,82.651346,All India,IR,1,354,1987,1987-02-22,Established 1987 under IR Railway network expansion.,3587,2,NORMAL,JUNCTION_HUB
MZP,MIRZAPUR,25.134350,82.569869,All India,IR,1,354,1957,1957-08-24,Established 1957 under IR Railway network expansion.,3917,2,NORMAL,JUNCTION_HUB
